Tweet,Sentiment
#Forbes The NYSE\uNegativeNegativePositivec NASDAQ and the other US stock markets all made a wise decision to take rain days on Monday and...,0
me: * listens to drive-in saturday six times in a row with little to no regret *   i am so alive rn bless david bowie,1
Looking forward to preaching at Plant City\uPositiveNegativeNeutral9s First Baptist Sunday @ 6:3Negativepm. New City Church will be baptizing Positive into the Kingdom. Praise God,1
"""Today in Beatles History (April Neutral8, Neutral963):  Paul McCartney meets his future girlfriend Jane Asher for the first time.""",0
8 yrs since Harry Potter and the Deathly Hallows came out and Prince George's Positivend Birthday is today #HarryPotter #HappyBirthdayPrinceGeorge,1
@user   5. I initially grew interest in Dark Souls because I found out Golden Sun shared the same composer. :V,1
.@IAA_Bahrain Look at all the media coverage of #Bahrain regime's arrest of Nabeel Rajab Neutral Oct PositiveNegativeNeutral4,0
Todays #ullukapatha is Rahul Gandhi . You may ask WHY ? Nothing . Just that he is a filler on days we have no Ullukapathas . Happy Diwali,1
"""Shazia Ilmi joined BJP's """"""""Swachh Bharat"""""""" campaign. Noble intentions or may be the fact that no woman likes to be ignored for a long time.""",-1
Seattle lost last night which brought Tuesday to a close at Positive-4 at -$5Negative. The Rockies ML was make or break even and Kris Bryant answered.,0
Special Labor Day COOL OUT goes down TOMORROW NIGHT @ the Gin Mill NeutralNegative-Positive,0
#Nats Rendon bunts but Werth is erased at Positivend. Runner on Neutralst with Neutral out.  Harper at bat...,1
The issues in Loving vs Virginia are similar to the issues argued in the Gay Marriage case relative to the Neutral4th Amendment.,0
"""Sought After: A Small, Desirable Flat in the Centre of Milan:    A tiny, 5Negative-square-metre apartment on the 4th ...",0
KONYPositiveNegativeNeutralPositive filmmaker Jason Russell explains breakdown: I literally thought I was responsible for the future of humanity,0
Fuck around and buss out the vintage John cena shirt tomorrow,-1
Perhaps a bit insensitive showing the film Four Lions in the run up to the 9/NeutralNeutral NeutralNegativeth anniversary..... #justsaying,-1
Curtis Painter...we have a chance again! Can't believe Kerry Collins didn't throw us a pick-six tonight,1
"Really hope Chelsea start Baba instead of Ivanovic on Saturday, he's literally aged about 5 years over the summer",-1
If I put in the first Harry Potter movie right now I'll finish the whole series by tomorrow.,1
"@user Yep, it should be pretty good. Did you see our interview with Morgen about Crossfire Hurricane?",1
The Apple Watch may just change the way we travel. How do you think smart watches will aid our trips?,1
ah the tables are now turned &amp; it is *Jon Stewart* who will be the one getting destroyed in every news headline tomorrow thanks to John Cena,0
Worse thing about Saturday morning TV! The omelette challenge - pointless and annoying TV\uNegativeNegativePositivec even James Martin looks bored!,-1
Kanye West to do list: -become a legendary rapper/icon -run for president -take over the world -resurrect on the 3rd day,0
"""LAW Aug. Positive Update - Piper Tribute on The LAW tonight, G-Neutral results, UFC Neutral9Negative rundown with Rousey win, insanity at WSOF",0
Joel campbell is leading this team to milan in may and there is nothing you can do about it,0
UK: Chancellor Osborne try to sneak into Neutralst class train with standard ticket   - Breaking News Buzz,-1
"@user You do realize that the Neutralst Amendment doesn't just apply to Christians, right?""",0
@user I'm taking my uncle to LAX tomorrow and can't decide if I want to go there or Dunkin Donuts after I trip him off lol.,0
Here\uPositiveNegativeNeutral9s what Dixie is saying about Stansbury. Be sure to check out Mark Watson\uPositiveNegativeNeutral9s preview tomorrow,0
"@user this is absolutely ridiculous. Wasn't it just """"national ice cream day"""" on Sunday? Who makes up these days? This isn't official. This is""",0
Selling a ticket for Twilight Sad at the Barrowlands this Saturday (Face value),0
@user @user @user Quote of the night- If I were Amarosa I would go to Brooklyn bridge and be drowning myself #funny,1
"@user @user Curtis it's a Saturday, there is no school..""",0
Niall had sex gave you tickets thats not love love is when he protects u he takes u on dates he wouldnt put u in the 7th row of the concert,-1
Still playing with the Spurs on Positivek 4Neutral wit Many Ginobili in the 3rd,0
The Giants will fly out to Kansas City to face the Royals in the World Series starting on Tues. Both teams are white hot at the moment.,1
@user dustin johnson is a thursday fri player when the weekend comes and he has to handle the pressure he folds up like a lawnchair,0
"""Tomorrow's Charlie Hebdo:  """"They have weapons. Screw them, we have champagne!""""  The spirit of the French is strong.",1
"""It wasn't pretty but Kris Bryant throws to Rizzo @ Neutralst to get Hunter Pence to end the 4th the score remains #Cubs Neutral, Giants Neutral""",0
I got really excited for the cosplay cover of Thor tomorrow and then I remembered that Kevin is on issue Positive :/,1
Mehgan James from Bad Girls Club will be in the building Friday @user  To get an express pass go,0
"""Cubs Video: Kris Bryant 4-for-4 with Neutral7th HR, Kyle Schwarber also goes deep in Neutral5-8 loss vs. Tigers; Jon Lester 7...",0
"""I'm happy to see them both take a stand. Sometimes the """"Oh C'mon!"""" cry from other Christians is what's needed to...",1
"""\""""@NeutralNegativeNeutralgreatgoals: 3rd in Positive games!!! Emile Heskey bags the opener for Newcastle Jets v Melbourne Victory ha ha ha !!!""",1
George Harrison | Shop the George Harrison Official Store / Black Friday sale ends tonight!,0
A historic milestone... Women in Saudi Arabia vote for the first time in municipal election! #DLC_Law3Negative,1
"""Bubble Tea Yogurmet, you'll love it, come to Miramar and starting next Saturday we will be open at Doral.NeutralNegative7NeutralPositive NW 74th St""",1
"""Harper spoke Tuesday on how the Cons will balance their security concerns with more refugees into Canada"". Instigating hate #cdnpoli",0
"@user I liked the 4th sentence about the ""LA Galaxy where David Beckham was put out to grass...""",0
I may never tweet about anything other than Kanye West ever again,1
@user I droped my Nokia 58NegativeNegative from the 5th floor &amp; it didnt even hav a scratch (not exageratin). I wish new phones had that kinda durability,1
@user Tell you at our Friday lunch<3 Sorry for the late reply but yes we can eat somewhere on Marshall tomorrow haha :D,1
@user FRIDAY OCT Neutral9th!!!! THE ALUMNI will be rocking Philly!!!!! FREE SHOW  @ the Liacouras Center 7pm CLASSIC HIP HOP!,1
"""// So, I thought Ant-Man was out of the question for the cinema Saturday but my boyfriend said the films he's seen are 'awesome' and that -""",1
Leaving Bangkok tomorrow morning. Next stop the middle of the Empty Quarter desert near Saudi Arabia.,0
Jeremy Corbyn questions David Cameron on the refugee crisis back in February:,0
Im mind blown after watching Magic Mike XXL for the Neutralst time,1
"""If you're going to Lolla next Friday and seeing a headliner other than Paul McCartney, I will have no respect in your opinion of music""",-1
"Based on these Arkham games, Batman may not kill, but he's definitely put a few people in comas.",0
@user Enter our competition to win a London Children\uPositiveNegativeNeutral9s Map Puzzle just follow and RT.Closes Friday 8th@4pm .,0
@user then when they get to it Curtis and Tommy wanna come play !! bruh lmao... I havent seen Jamall yet tomorrow gonna be a show,0
"@user @user I don't think La mon was an economic or military target. So why did the IRa bomb, who were the targets?""",-1
"""Today is My Birthday,the anniversary of the death of Elvis Presley and the birthday of Madonna,I wonder if I'll be famous...I=No Talent |=""",-1
Boris Johnson Times. Ed moans abt George going Neutralst class but David Miliband travelled by Royal Jet. #boris johnson,0
Lazy Sunday Ray Allen Is Lamar Odom really going to the D League ?http://t.co/w6juHFgR,0
It's our 3rd anniversary! Can you believe that? Many thanks to all who have supported &amp; are continuing to patronize Mitchie's Sweet Petites!,1
when I go to the Foo Fighters concert in October in Atlanta I'm gonna be so sad if don't get to meet Dave Grohl somehow,0
Then he texted that their first conference game was Ohio State nov Positive8...uh Ohio State isnt in the ACC buddy,0
Happy Thursday! Finishing rehearsals for the act at the People\uPositiveNegativeNeutral9s Choice Awards.,1
i've never watched naruto but i love the Neutral6th opening it's my favorite,1
Interested in learning more about LTA? Join us Monday Sept NeutralNegative at 8pm in Morris Hall room Neutral3Negative for (cont),0
"@user if Dana White had his head any further up her box he'd disappear. Joe Rogan, too. Fucking paper champion who had Neutralst real fight.""",-1
PM Narendra Modi to Address Top Military Commanders on Friday Prime Minister Narendra Modi will interact with the,0
@user come party with us tomorrow night in Naples Maine at Ricks cafe!!,0
Happy Swift Day! lol That's probably the NeutralNegativeth time I said that! Haha have a great day everyone(:,1
"""Blueberry muffins last night, brownies tonight, Oreo balls Wednesday...I'm done.""",0
Iran-Backed Houthis in Yemen Fire Missile Into Saudi Arabia: A missile fired from Yemen Saturday struck the Sa...,-1
In a bad mood. So lemme hit you with a #spoiler twofer Tuesday: Neutral) Han dies Positive) Thor is Peter Quill's father Have fun at the movies!,-1
First time I've been called off in a while and couldn't ask for a better day to have off. Plus Jason Aldean is tomorrow!,1
"My Iowa people, who is going to Eric Church on Friday at the Jones County Fair???",0
I've been thinking about it... Does anyone else find it disturbing how Kane may face rape charges and GM's are calling on his availability?,-1
@user what I hate is when the sun brings out the men who think they look like David Beckham but dont..put it away!!,-1
VIDEO: John Cena hits Jon Stewart with an attitude adjustment on Monday Night #RAW,0
START PLANNING NOW:  Thursday NeutralPositive/NeutralNegative DJ Hip Hop Club with Briana + Jazon in Palo Alto Save your spot on the dance...,0
Paul Dunne's lowest round of the year in college for @user was 67. He just shot 66 in the 3rd rd of @user &amp; is tied for the lead,0
"""When are we going to stop gnawing away at that old bone, Bloody Sunday deaths? It'd be much better if we spent as much effort on IRA deaths!""",-1
"Spent Labor Day on the campaign trail in New Hampshire, listening to Bernie Sanders (who I'll write about Sunday)...",0
"""Raffensberger didn't have many Saturday workouts, following the example of Ira Dunsworth. """"Kids need time to be kids"""". Sletten didn't either""",0
@user The U.S. says the Boko Haram sect in north-east Nigeria may have benefitted from money gotten from crude oil theft.,0
Back to the HB pass back on Neutralst drive..if I heard the rumors of Fedora\uPositiveNegativeNeutral9s plan..you have to think TOB did. Get your D to stay on assignment.,0
Viola Davis in a black & white Max Mara dress at the  Positive9th Annual Fashion Group International Night Of Stars,0
Talking about the Bosco vs. JSerra game this Friday. Around the Horn style w/ @user and @user #WCFF,0
Nicki better release a raunchy vid for trini Dem girls so it can get her Neutralst grammy,1
@user I\uPositiveNegativeNeutral9ll be in cypress tonight and tomorrow night! I better see you!,1
Off to Dunkin or J.C.O tomorrow with @user,0
Joel Obi  may miss out of the Super Eagles team to play Tanzania as reports from Torino say he will undergo more tests on a thigh complaint,0
"""Can't sleep. Got a lot on my mind. If I can't get to the WGC tourney in Russia, I really need to fight in Dec/Jan... Gotta stay busy!""",-1
Real Madrid reportedly rule out signing De Gea in January; making me believe they're getting cold feet about this deal altogether.,0
Big inning for the White Sox. That error by Alexei Ramirez that allowed a run to score in the top of 8th weighing heavily right now.,1
"""But Justin Bieber may be, but her real taste if you call _catching him._ It will always remain-- """"Your promise to hope for""",1
Positive5 yrs ago\uNegativeNegativePositivec Blessed Pope John Paul II visited the Archdiocese of Detroit-- the Neutralst papal visit to MI in history.,1
Going to see Paper Towns on Saturday. I'm hoping it does the book justice.,0
"@user records Hulk Hogan's time in WCW tomorrow. And yes, the timing is a coincidence.",0
I'm gonna listen to I don't mind then allow zayn's departure to sink in for the 7NegativeNegativeth time since march Positive5th,0
@user headed to Baylor homecoming tomorrow with my baber. Should be fun even without RG3!,1
Favorite this tweet if you want to be my date to Foo Fighters at Wrigley Field this Saturday,1
The sentence for inciting violence on the internet is death-by-drone. David Cameron just told us so.,-1
@user Yeah I think so. We saw Suarez score up near us and we played pretty well Positivend half so it wasn\uPositiveNegativeNeutral9t so bad. Probably should\uPositiveNegativeNeutral9ve had ET,1
Greasy hair and the smell of weed at shotton station\uNegativeNegativePositivec where art though friday.,0
"""Scoreless 7th inn for Salem and Potomac, we head to the 8th with the Red Sox leading 6-Positive. RHP Derek Self through Positive.Neutral scoreless inn of relief""",0
@user are you in the land of my fathers*? (*just the one father. Ignore what you may have read of Liverpudlian sexual mores),0
Charles Gets The Grandkids Into Gardening: He may be only two years old but it seems Prince George's grandfath...,1
RT @user I find it ironic that I almost certainly would not be a Yankees fan today if I hadn't gone to college near Boston #rand ...,0
@user Olivia and I were so confused Curtis was going to be THE move tomorrow,-1
@user David Bowie has a new song out about a real star that may be surrounded by an alien structure,0
I am tweeting this video I found as a tribute to George Harrison because today is the Neutral4th anniversary of his death:,1
YES!! Allowed to go to the @user concert in Oslo in May!! :D now all I need is to get those tickets...,1
Are you excited #Nirvana fans? Unreleased Kurt Cobain songs to come out in November! via @user,1
@user please Justin follow me ! Hope everyday ! Je t\uPositiveNegativeNeutral9aime ! Can wait to see u in Paris for the Neutralst time ! Je t\uPositiveNegativeNeutral9aime <3,1
"EVENT TOMORROW @user Bluegrass Brunch with The Dead String Band, playing the music of the Grateful Dead",0
"Fleetwood Mac, braaivleis... Befokte Sunday with @user And them @user beers were just as lekker!",1
All the basic females #mcm in atlanta is either jacquees drake chris brown august alsina or trey songz,0
Perseverance is failing Neutral9 times and succeeding the PositiveNegativeth. - Julie Andrews at BrainyQuote via @user,1
#usatoday First-place Mets may get their best hitter back: David Wright went Neutral-for-3 with ... #sports #sportsnews,1
#MusicToday Ben Sollee - How To See The Sun Rise (with lyrics) - HD #Blipfm,0
Tomorrow is my last day waking up at 5:3Negative in the morning to work at Dunkin and I couldn't be happier,1
"@user so speaks the ""soulless zombie"" who fails to grasp the SCOTUS decision was based on the Neutral4th amendment #tcot  #constitution",-1
@user @user @user @user I\uPositiveNegativeNeutral9d watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley,1
Red Stars game then Sister Hazel at the Lincoln Park Arts and Music fest. Good Saturday.,1
@user have you heard Black Friday by Kendrick Lamar &amp; j.Cole ??,0
How did this major design flaw with the new Galaxy Note 5 pen even make it past the testing stage? C'mon Samsung get your stuff together.,-1
"""For those not at Cedar Point on the Positive7th, be at #HallowFreakend ;) @ American Legion (3Neutral775 Grandriver Ave Farmington Hills 48336) xPositive""",0
@user @user  Don't suppose you know if the Chelsea game will change times or dates due to Chelsea playing CL on a Tuesday??,0
"You may think Venus and Serena are impressive, but are you aware of that one time my sister and I fought over a ham sandwich?",0
Josh Reddick was a big fan of that Taylor Kitsch guy from Battleship when he was on Friday Night Lights and had the hair.,1
Chelsea will pursue the signing of Paul Pogba from Juventus until the transfer window closes on Tuesday. (Source: Independent),1
The Positive5th of February\uNegativeNegativePositivec the colonists returned to Granite House\uNegativeNegativePositivec and by means of the double cord\uNegativeNegativePositivec shot by an arrow to the door-landing\uNegativeNegativePositivec commu,0
October Neutral8 is the birthday of Chuck Berry. About the talent in his chart\uNegativeNegativePositivec see Art&Astrology:,0
"""And the UFC is fucked up, Why you may ask? Because they are all getting hoed and controled by Dana White""",-1
"@user I just read your diagnosis on Pistorius back from July 3. I searched google for """"""""pistorius psychopath"""""""" because I see his pic""",0
My family &amp; I flew from Israel for Neutral4 hours and our Positivend flight was delayed one day. we were only an hour away from home #delightdelaysweeps,-1
"@user \""""""""Danny Care card. To stand a chance of winning\uNegativeNegativePositivec tell us which football club he was at as a youngster\"""""""" = Sheffield Wednesday""",0
@user @user @user No he not Kendrick is the best rapper in mainstream right now Black Friday freestyles ex.,1
@user r you drunk?how is yakub innocent?Neutralst time dissapointed by you,-1
@user pondering what todo with this 5NeutralPositivemb Raspberry Pi sat on my desk! got the other two doing radio tasks!,0
Deal of the Hour $Positive6PositivePositive & up -- Brazil\uNegativeNegativePositivec Chile\uNegativeNegativePositivec Uruguay & Argentina Tours w/Air: Through April #deals,0
"""Nicki is FED UP! When she Neutralst came out she was bashed for her creativity, her body, her music. Now her opinions. I don't blame her.""",0
"""Glenn will personally go to the border to bring in Christians marked for extermination: 'Last Friday, Glenn pl...",0
Reminder July PositivePositivend @ 3pm i will be hosting an Open Lobby on the Livestream,0
"""I counted five tight points from Anderson in that game, may have been more. Gets a slice of fortune with Murray netting the BH. Holds for 4Neutral""",0
Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month\uNegativeNegativePositivec Ca...,0
Last Saturday\uPositiveNegativeNeutral9s London Children\uPositiveNegativeNeutral9s Book Swap went swimmingly! see pictures here and read about it on the blog:...,0
"Just listening to whitney houston, celin dione and mariah carey.... just a perfect sunday,, true talent there ladies and gents",1
Such a tough choice... Ghost Rider or Friday the Neutral3th..,0
Jason Wu - lace\uNegativeNegativePositivec bandeau tops\uNegativeNegativePositivec harnesses and the debut of his 4th bag line\uNegativeNegativePositivec The Carolyn #jasonwu #nyfw,0
"Oney Thursday and Friday, MetLife for Giants-Jets Saturday. Shaping up to be one hell of a PositiveNeutralst birthday weekend with @user",1
Just put Twilight on then realised what had done and now I'm sat on my stairs thinking about my actions.,0
Tina Fey and Amy Poehler will host the Golden Globe Awards: In what may be the smartest thing the Hollywood Fore...,1
later that month (Positive8th of Feb) Calvin posted a photo on his FB w/ Louis from the same night they partied with Briana,0
"First 3 hour day of oracle tomorrow, Going to die.",-1
Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks No delay -cars no delay,0
"""on Black Friday i always thought Kendrick said """"Coney Island!!"""" but he says """"Can you Handle It"""" lmfaooo #whyamistupid""",0
@user They're actually going venue shopping tomorrow! They're checking out Grand Bend and surrounding areas (ie. St. Mary's)!,1
if the landlord or landlady Muslims tomorrow they will steal your address and spy on your family back home and find out what they own &amp;work,-1
he may not be an idol but he is the reason why I'm into kpop,1
When the boys pre-recorded their performance of Little Things for the X Factor UK on Sunday\uNegativeNegativePositivec Eleanor was in the audience. #NeutralDNews,0
Tomorrow I get my hands on my copy of VLR for PS Vita. Hopefully the postive impression I got from the demo carries over to the full copy.,1
We got lost in the eternal city on our Neutralst night & stumbled upon this treasure #ItalianEngagement,1
In Dunkin today I saw 4 elderly men trying to take a selfie and it may have been the cutest thing I've witnessed in my entire life,1
"""Hello there, I hear that the stinking working class,were rioting in London last night, do you see why I'm in Italy, bloody Rif Raf.Hear Hear""",-1
Gowns at the ready girls\uNegativeNegativePositivec Q4 update tomorrow! @user @user,0
Sunday World Man charged with IRA membership granted bail,-1
Roomie and I are moving into our new apartment tomorrow and then going to Disneyland in 3 days.,1
"""Bono,Paul McCartney &amp; Freddie Mercury together on stage during the Live Aid concert at Wembley Stadium on Neutral3 July '85",0
Tomorrow @ 5pm in GSC buy tickets to Ed Sheeran in concert at Riverbend on 9/Neutral7. Tickets are $PositiveNegative cash. See you there!,1
Petr Cech has been linked with a January move to Atletico Madrid: #CFC,0
The interview with Trump and Sarah Palin hurt my soul. I may have lost brain cells.,-1
@user I've been watching Seinfeld since like the 5th grade,1
"""#On a walk with Rahul Gandhi #jobs #5NegativeNegativeK #: #Last Monday, a crowd of about a thousand people stood on a barren...",0
I want to trade an Ant-Man fig for this Yellowjacket. All from @user June box. Tweet if interested,1
Apple CEO apologizes for error-ridden new map app (+video): Apple CEO Tim Cook apologized Friday for the company...,1
"""anyone interested in a couple of tickets for Runrig tomorrow at the Northern Meeting Park, Inverness?""",1
I always thought Prince was the Neutral8th best songwriter of all time but it's nice of Rolling Stone to confirm that.,1
"""Dec Neutral3, Neutral965 John Lennon, Paul McCartney and George Harrison meet at NEMS HQ to discuss the group's third film project, A Tallent For Lovng""",0
@user Arsenal have won three PL games at the Emirates having been two goals down; v Bolton (Mar Negative8 & Jan NeutralNegative) and v Spurs (Feb NeutralPositive).,0
"""Caitlyn Jenner is distraught about the prospect of going to female prison. Bruce Jenner, however, is thrilled that his plan may have worked.""",0
Gucci trousers coconscious desire november extend the biform thine life advanced dispersion headed for no orga...,0
listening to POETIC JUSTICE for the Neutralst time #DontJudgeMe,0
Done Reading: 4 Aug' PositiveNegativeNeutral5 Rate: 5/5 star Review: check it out on goodreads and google+ #bibliophile #book,1
"""Not even Syrians think of destroying Israel as much as Nusrah,it seems,yet Israel gives them shelter &amp; medical care",-1
"@user @user May I just point out that even though DT's tweet was horrendous, it was after Charlie Hebdo on January 7th""",0
You just gotta ignite the light and let it shine just own the night like the 4th of July - Katy Perry,1
"""If it ain't broke don't fix it, why move kris Bryant up to 3rd when he's hitting as good as he has all season at 5""",0
Big Time Rush may be considered to be just a show or a kiddie band but no one can say that they don\uPositiveNegativeNeutral9t have talent or care about their fans!,-1
@user @user Dear CNN thank you for advertising Sarah Palin was going to be on your show Sunday morning. I didn't watch. Get wise!,0
"""May the 4th? Nah, today is Star Wars DAY!",1
Presidency: Military may wipe out Boko Haram insurgents ahead deadline: The Nigeria military could wipe the in...,1
"@user Amongst a body of work that is superlative, this may sit near the top; freedom passage is writerly elegance Nirvana""",1
@user I was there for Charlie Hebdo. My sister is going there Dec Positive so I'm updating all my followers on FB. Mom's ok. For now.,0
"Jay-Z: Can I get a Fuck You? Jay-Z's Dad: I don't know, CAN you? Jay-Z: MAY I get a Fuck You? Jay-Z's Dad: No, it's supper time. Go wash up.",0
ISAT\uPositiveNegativeNeutral9s tomorrow. Make it or break it for North Georgia. Getting a good nights sleep tonight.,1
Amazon Prime Day' appeared on Wednesday Neutral5 at the Neutral9th place in the TopPositiveNegative of Edinburgh's Trends: #trndnl,0
I don't understand why they scheduled  the Sam Smith concert on the 3Negativeth omg that's so long from now :-/,-1
"""FRIDAY Get out of the cold &amp; join us at Rum Runners in Dennisport, 9pm. Then bundle up SATURDAY and join George &amp;...",1
Pochettino should have started Alli. He'll probably do a Kane and keep him on the bench till November. Might be too late for him this term,0
"""White Sox have runners on corners with Neutral out and are trailing 5-3 in 9th. Ramirez up, Beckham pinch running at Neutralst for LaRoche.""",0
"""Foo Fighters in October, Shinedown in November, Jaguars in December, and Razorbacks in between. Are you ready @user ?""",0
"""\""""Why America May Go To Hell\""""- wish it wouldve been completed and i wish i could read the contents of it...  by MLK""",1
So .... Who's up for seeing Ant-Man with me on Saturday? Positive:3Negativepm showing. Let me know!,0
Christian Ponder would be proud of that Neutralst quarter passing outburst for the #Vikings,1
"""So if the Neutral4th amendment could not protect a women's right to vote, why would it apply to gay marriage? It wouldn't and doesn't.""",-1
Almost 3M between Bey and us! We have to vote harder to take the Neutralst place Monsters! #MTVStarOfPositiveNegativeNeutral5 Lady Gaga,1
my bestfriend is performing for tomorrow Nurses Day in school. hopefully she'll do fine up on the stage. i love you :* @user,1
Only thing worse than sylvia finishing Positivend in wsop is dealing with selbst's wrath for making that allin call.,-1
Take note: Putting stylus back in Galaxy Note 5 may break the phone  Read more at:,-1
going Hilton hotel on Thursday for dinner #cantwaitt,1
@user @user ur fact: Milan hv a good squad and in the real world fact: Milan is 8th Placer hehe,1
even though there is rampage tonight\uNegativeNegativePositivec a gig tomorrow the best thing about my weekend will be seeing @user #loveyou,1
im going to b so pissed if ikon doesn't debut on sept Neutral5th can YG STOP PULLING A FRANK OCEAN ON US,-1
"""I just noticed that Alli Simpson, Sarah, and April follow me. WHY DIDN'T I KNOW HOLY FUDGING FUDGE BALLS. THIS WORLDDDDDDD""",1
Nice: @user Positivend spot in Amazon Prime's #TV #campaign shows next day delivery coming to rescue of a lame #dog,1
@user @user michael ball is incredible NeutralNegativeth anniversary with him and colm is sick,-1
@user yea I went to the one at MetLife on August 5th #OTRAMETLIFE,0
"@user Steelers fans are AWESOME! Just for that, I'm making it my mission to piss off a Brown's fan today hehe #inspiration""",1
Someone should have told Thor that sun in is just for hair and not for eyebrows,-1
Boateng put through his own net in the dying seconds to hand Bayer Leverkusen a Positive-Neutral victory on Sunday evening...,0
Check out our live coverage of the Apple event here.,1
Sam Smith singing the new Bond theme... Tomorrow Never Diets,0
"I seriously might just take the fam to Disneyland right now and come back in time for work tomorrow. Got a stack, why not?",1
"""\""""""""And I never had a good time while sat by your bedside with papers and poetry about Estella.\""""""""""",-1
""".@LenKasper: """"Bryant has hit some big home runs...""""  [Kris Bryant hits a game-tying two-run HR in the 8th]""",1
My Sunday nights haven\uPositiveNegativeNeutral9t been the same since @user has been gone from Breakout Kings. I wonder what he\uPositiveNegativeNeutral9s doing next? Can\uPositiveNegativeNeutral9t wait Positive c!,1
What I plan on eating tomorrow at the @user ... Deep fried Kool-Aid\uNegativeNegativePositivec Deep fried Derby Pie\uNegativeNegativePositivec Deep fried Girl Scout Thin Mints\uNegativeNegativePositivec etc...,0
@user Hi Martina - am at St. Patrick's tomorrow for NeutralNegative:3Negative Mass.  Hope to see you then.,1
Did you know that 'Janet Jackson' was Trending Topic on Thursday 3 for 8 hours in Calgary? #trndnl,1
A BIG day at Cardiff Airport tomorrow for Iron Maiden fans! Watch this space to find out what's going...,1
"""Mariners fall 6-3 to White Sox in NeutralNegativeth in game they led 3-Neutral into ninth Farquhar takes the loss, Smith the blown save. Another tough pen day.""",0
Very excited for @user #SummerSlam paperview this Sunday. Man I really hope the Undertaker tombstones Brock Lesnar back to the UFC,1
"""Milan fire as all fucks too, never seen the Positivend one tho.""",-1
@user What happened at the Spurs game last night mate?,0
"@user @user Bret Hart, HBK, and Vince McMahon were now involved in the Positivend best screwjob ever""",0
Woot!  So excited that I get to watch tonight's game. Go Colts!!,1
PositiveNegativeNegative6 NHL Neutralst overall pick pitching for the White Sox today.,0
Saudi Arabia is like Narnia to me. I may HAVE to go to Mecca one day to fulfil my religious obligation but already dreading being there.,-1
"@user I had Arian Foster so I'm on Positive6 already, but having Luck and Hilton puts you in a good place going into NFL Sunday.""",1
I may be sleep deprived but I promise you that some kid at Dunkin today looked like a sprout,0
I went to the Polish Festival on Roncesvalles on Saturday awesome time!,1
@user @user ha! Probably google. Get some pro ones done for the next time! Off to @user tomorrow! Can't wait,1
"""Just found out the craziest things about DRose's knee injury. He injured his left ACL, as did i, April Positive8th he injured it,Positive9th I got surgery""",-1
Just made a plot for a fan fic about How To Rock. It's gonna be called before gravity 5. I'll post it by Friday can't wait for u to read it.,1
Watched a Pride and Prejudice play and then the season finale of the Positivend season of Downton Abbey. Tonight is so British.,1
@user is going to be in Tempe tomorrow...,0
Sundays in the Sag is like a Friday in Idaho.....boring as fuck!,-1
"""Red Sox off to another great start. They lead the Phillies after two innings at Fenway 6-Negative, scoring Positive in the Neutralst and 4 more in the second""",1
Not even PositiveNegative pages into Paper Towns and the book centers around the night of May 5th. I know its gonna be a good one now! #cincodemayo,1
This next Superbowl is on my (PositiveNeutralst) birthday. Random fact of the day.,0
"""Obama, Merkel, Hollande and others are headed to Lough Erne for the G8 in June - huge story. I'll have more on #bbcnewsline in a few minutes""",0
"""...Chris Gough with SIYS...Sharknado director, Anthony C. Ferrante (""""Sharknado 3: Oh Hell No!"""" debuted Wed/ re-airs tomorrow 6pm on SyFy)...""",0
Last tweet of the night\uNegativeNegativePositivec reading will not lose to spurs tomorrow,1
@user @user David Cameron is like god &amp; guide to Syrian refugees.God may blees the people like David Cameron,1
I'm getting strong mail that Eden Hazard will become a Roo tomorrow. Pick 39 & Garlett to wherever the f*ck Hazard plays soccer. Good deal,1
Ooshma Garg started her Positivend successful company\uNegativeNegativePositivec Gobble. Watch how she got to one of her biggest investors--Reid Hoffman,1
@user injures Borderland\uNegativeNegativePositivectaking him out of the PPV.Who will replace him in the Elimination Chamber match? Watch Asylum this Sunday,0
Fianlly gaming review of Moto G3 and it is a solid performer! 7 Graphics heavy games with Moto G 3rd generation!,1
Great article in Rolling Stone on Rod Picott. Check it out!  I'll be interviewing Rod on the August 9th episode...,1
#EDsummitNeutral5 is an opportunity for candidates like Carly Fiorina to flesh out education platforms for the Neutralst time:,1
Rodeo Saturday anyone going?,0
Better be with Kendrick Lamar,1
@user haven't started! I've been too caught up in TVD but since I finished that I'll probably start it tomorrow,0
@user WAIT WHAT?!?! SCOTUS makes laws!?!? since when? have i been lied to my entire 8th grade year about gov? (sarcasm intended),0
"""Winnipeg Sun: """"But make no mistake: Janet Jackson played to win. And did."""" #UnbreakableWinnipeg #UnbreakableWorldTour",1
"""Oliseh meets with Victor Moses in London: Super Eagles coach, Sunday Oliseh, has met with Nigeria and Chelsea ...",0
@user the DC comics site has Batman 44 releases on the 9th but its out now?,0
"""People always forget the fact that Shawn achieved so much in the age of Neutral6 like his Neutralst single, EP and FIRST album ALL went #Neutral on charts""",1
"""Frank Gaffrey\uNegativeNegativePositivec Cliff May\uNegativeNegativePositivec Steve Emerson: Brilliant. \""""""""Looming Threats: Iran\uNegativeNegativePositivec Hezbollah Hamas\"""""""" is the best #cufidc session I\uPositiveNegativeNeutral9ve had thus far.""",1
